OCID,Buyer,BuyerCountry,Importer,SupplierCountry,Exporter,Value,Currency
86158-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,315313,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,2725000,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,43571,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,49612,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,20780,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,United States,,24789,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,115286,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,United States,,185000,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,United States,,440000,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,United States,,424322,EUR
86160-2006,"COMMUNAUTE DE L'AGGLOMERATION HAVRAISE (CODAH), SECRETARIAT DE LA
COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,321644,EUR
86191-2006,AMIA SPA,Italy,IT,United States,,1500000,EUR
86192-2006,"CENTRE HOSPITALIER UNIVERSITAIRE DE NANCY, DIRECTION ACHATS ET LOGISTIQUE,
SECTEUR MARCHES PUBLICS",France,FR,,,0,EUR
86206-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,288180,EUR
86206-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,,,6610,EUR
86233-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,United States,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,United States,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,United States,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86266-2006,DEPARTEMENT DE LA REUNION PUBLICS,France,FR,French-Reunion,,0,EUR
86316-2006,COMMUNAUTE DE COMMUNES DU NORD BASSE-TERRE,France,FR,Guadeloupe,GP,1029068,EUR
86354-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,,,0,EUR
86354-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,0,EUR
86354-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,0,EUR
86354-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,,,0,EUR
86354-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,,,0,EUR
86354-2006,"VILLE DU HAVRE, SECRETARIAT DE LA COMMISSION D'APPEL D'OFFRES",France,FR,France,FR,0,EUR
86356-2006,"COMMUNAUTE URBAINE DE DUNKERQUE, DIRECTION DE LA COMMANDE PUBLIQUE",France,FR,France,FR,0,EUR
86365-2006,CONSEIL G��N��RAL DU LOIRET,France,FR,France,FR,0,EUR
86371-2006,"VILLE DE PARIS, DIRECTION DES PARCS, JARDINS ET ESPACES VERTS",France,FR,France,FR,167954,EUR
86391-2006,"VILLE DE CANNES, BUREAU DES MARCHES PUBLICS",France,FR,France,FR,0,EUR
87155-2006,COMUNAUTE URBAINE DE LILLE,France,FR,France,FR,0,EUR
87155-2006,COMUNAUTE URBAINE DE LILLE,France,FR,France,FR,0,EUR
87156-2006,"SYTRAL - SYNDICAT MIXTE DES TRANSPORTS POUR LE RHONE ET L'AGGLOMERATION
LYONNAISE",France,FR,France,FR,159983,EUR
87187-2006,COMUNE DI SEULO,Italy,IT,Italy,IT,1158059,EUR
87214-2006,COMMUNE DE SAINT-JOSEPH,France,FR,United States,,0,EUR
87214-2006,COMMUNE DE SAINT-JOSEPH,France,FR,United States,,0,EUR
87214-2006,COMMUNE DE SAINT-JOSEPH,France,FR,United States,,0,EUR
87214-2006,COMMUNE DE SAINT-JOSEPH,France,FR,,,0,EUR
87214-2006,COMMUNE DE SAINT-JOSEPH,France,FR,,,0,EUR
87214-2006,COMMUNE DE SAINT-JOSEPH,France,FR,,,0,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87227-2006,CHU DE SAINT-��TIENNE,France,FR,,,1,EUR
87286-2006,"COMANDO INTERREGIONALE ""CULQUALBER"" RAGGRUPPAMENTO TECNICO LOGISTICO
AMMINISTRATIVO",Italy,IT,Italy,IT,0,EUR
87286-2006,"COMANDO INTERREGIONALE ""CULQUALBER"" RAGGRUPPAMENTO TECNICO LOGISTICO
AMMINISTRATIVO",Italy,IT,Italy,IT,0,EUR
87286-2006,"COMANDO INTERREGIONALE ""CULQUALBER"" RAGGRUPPAMENTO TECNICO LOGISTICO
AMMINISTRATIVO",Italy,IT,Italy,IT,0,EUR
87286-2006,"COMANDO INTERREGIONALE ""CULQUALBER"" RAGGRUPPAMENTO TECNICO LOGISTICO
AMMINISTRATIVO",Italy,IT,Italy,IT,0,EUR
87286-2006,"COMANDO INTERREGIONALE ""CULQUALBER"" RAGGRUPPAMENTO TECNICO LOGISTICO
AMMINISTRATIVO",Italy,IT,,,0,EUR
87286-2006,"COMANDO INTERREGIONALE ""CULQUALBER"" RAGGRUPPAMENTO TECNICO LOGISTICO
AMMINISTRATIVO",Italy,IT,Italy,IT,0,EUR
87286-2006,"COMANDO INTERREGIONALE ""CULQUALBER"" RAGGRUPPAMENTO TECNICO LOGISTICO
AMMINISTRATIVO",Italy,IT,Italy,IT,0,EUR
87286-2006,"COMANDO INTERREGIONALE ""CULQUALBER"" RAGGRUPPAMENTO TECNICO LOGISTICO
AMMINISTRATIVO",Italy,IT,Italy,IT,0,EUR
87294-2006,CONSIP SPA A SOCIO UNICO,Italy,IT,Italy,IT,1033084,EUR
87294-2006,CONSIP SPA A SOCIO UNICO,Italy,IT,Italy,IT,657520,EUR
87294-2006,CONSIP SPA A SOCIO UNICO,Italy,IT,Italy,IT,333800,EUR
87294-2006,CONSIP SPA A SOCIO UNICO,Italy,IT,Italy,IT,96396,EUR
87305-2006,D��PARTEMENT DU RH��NE,France,FR,France,FR,190035,EUR
87316-2006,LE VAL-D'YERRES COMMUNAUT�� D'AGGLOM��RATION,France,FR,France,FR,169341,EUR
87351-2006,VILLE DE GARDANNE,France,FR,France,FR,0,EUR
87397-2006,PREFETTURA UTG DI CALTANISSETTA,Italy,IT,Italy,IT,0,EUR
87399-2006,BELASTINGDIENST/CENTRUM VOOR FACILITAIRE DIENSTVERLENING (B/CFD),Netherlands,NL,Netherlands,NL,12640000,EUR
87434-2006,"OPDRACHT GEPLAATST DOOR : GASELWEST, IGAO, IMEA, IMEWO, INTERGEM, IVEKA,
IVERLEK, SIBELGAS(SECTOR NOORD), SIBELGA, IEH, IGEHO, IGH, IDEG, INATEL,
INTEREST, INTERLUX, INTERMOSANE, SEDILEC, SIMOGEL, TELELUX, SEDITEL",Belgium,BE,,,0,EUR
87462-2006,�������� ������ ����,Greece,GR,Greece,GR,558000,EUR
88352-2006,REGION NORD - PAS-DE-CALAIS - CONSEIL REGIONAL,France,FR,France,FR,0,EUR
88407-2006,MINISTERIUM FUER UMWELT UND FORSTEN,Germany,DE,Germany,DE,0,EUR
88407-2006,MINISTERIUM FUER UMWELT UND FORSTEN,Germany,DE,Germany,DE,0,EUR
88425-2006,"DIRECTION DEPARTEMENTALE DE L'EQUIPEMENT DE L'AUDE, SERVICE
INFRASTRUCTURES",France,FR,France,FR,111000,EUR
88447-2006,CONSEIL R��GIONAL LANGUEDOC-ROUSSILLON,France,FR,,,220000,EUR
88456-2006,COMMUNAUT�� D'AGGLOM��RATION DU PAYS D'AIX,France,FR,France,FR,4800000,EUR
88514-2006,ETABLISSEMENT PUBLIC DU MUS��E DU QUAI BRANLY,France,FR,France,FR,0,EUR
88516-2006,"LANGUEDOC ROUSSILLON AM��NAGEMENT AGISSANT AU NOM ET POUR LE COMPTE DE LA
R��GION LANGUEDOC ROUSSILLON",France,FR,France,FR,226100,EUR
88575-2006,SOCIETE NATIONALE DES CHEMINS DE FER BELGES (SNCB),Belgium,BE,Italy,IT,1249210,EUR
89383-2006,VILLE DE STRASBOURG,France,FR,France,FR,0,EUR
89383-2006,VILLE DE STRASBOURG,France,FR,France,FR,0,EUR
89393-2006,CENTRE HOSPITALIER DE GRASSE - DIRECTION DES TRAVAUX,France,FR,,,133717,EUR
89393-2006,CENTRE HOSPITALIER DE GRASSE - DIRECTION DES TRAVAUX,France,FR,,,13800,EUR
89393-2006,CENTRE HOSPITALIER DE GRASSE - DIRECTION DES TRAVAUX,France,FR,,,37400,EUR
89393-2006,CENTRE HOSPITALIER DE GRASSE - DIRECTION DES TRAVAUX,France,FR,,,25600,EUR
89393-2006,CENTRE HOSPITALIER DE GRASSE - DIRECTION DES TRAVAUX,France,FR,,,7004,EUR
89393-2006,CENTRE HOSPITALIER DE GRASSE - DIRECTION DES TRAVAUX,France,FR,,,265,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89397-2006,MINISTERE DE LA JUSTICE COUR D'APPEL DE BORDEAUX,France,FR,France,FR,0,EUR
89405-2006,READING BOROUGH COUNCIL,United Kingdom,GB,United Kingdom,GB,4569699,EUR
89410-2006,"MALMOE STAD, SERVICEFOERVALTNINGEN, KOMMUNTJAENSTER, UPPHANDLINGSENHETEN",Sweden,SE,Sweden,SE,108,EUR
89412-2006,"TRIVALIS, SYNDICAT MIXTE DEPARTEMENTAL D'ETUDES ET DE TRAITEMENT DES
DECHETS MENAGERS ET ASSIMILES DE LA VENDEE",France,FR,France,FR,348000,EUR
89412-2006,"TRIVALIS, SYNDICAT MIXTE DEPARTEMENTAL D'ETUDES ET DE TRAITEMENT DES
DECHETS MENAGERS ET ASSIMILES DE LA VENDEE",France,FR,,,349780,EUR
89446-2006,VILLE DE NIORT,France,FR,France,FR,80000,EUR
89446-2006,VILLE DE NIORT,France,FR,France,FR,24423,EUR
89469-2006,"POHJOIS-POHJANMAAN SAIRAANHOITOPIIRIN KUNTAYHTYMAE, MATERIAALIPALVELUT,
HANKINTATOIMISTO",Finland,FI,Finland,FI,0,EUR
89509-2006,"DIENST STADSBEHEER, AFDELING INKOOP EN AANBESTEDING 'S-GRAVENHAGE",Netherlands,NL,Netherlands,NL,0,EUR
89514-2006,VILLE DE BOULOGNE-BILLANCOURT,France,FR,France,FR,1125436,EUR
89569-2006,LAENSARBETSNAEMNDEN I STOCKHOLMS LAEN,Sweden,SE,Sweden,SE,367143,EUR
89588-2006,COMMUNAUT�� URBAINE DE BORDEAUX,France,FR,,,0,EUR
89602-2006,DEPARTEMENT DE LA VENDEE,France,FR,France,FR,0,EUR
89602-2006,DEPARTEMENT DE LA VENDEE,France,FR,France,FR,0,EUR
89638-2006,ELECTRICITY SUPPLY BOARD,Ireland,IE,Ireland,IE,0,EUR
89645-2006,JASTRZ��BSKA SP����KA W��GLOWA S.A. ZAK��AD LOGISTYKI MATERIA��OWEJ,Poland,PL,Poland,PL,42153,EUR
89646-2006,JASTRZ��BSKA SP����KA W��GLOWA S.A. ZAK��AD LOGISTYKI MATERIA��OWEJ,Poland,PL,Poland,PL,37680,EUR
89648-2006,JASTRZ��BSKA SP����KA W��GLOWA S.A. ZAK��AD LOGISTYKI MATERIA��OWEJ,Poland,PL,Poland,PL,42610,EUR
89656-2006,JASTRZ��BSKA SP����KA W��GLOWA S.A. ZAK��AD LOGISTYKI MATERIA��OWEJ,Poland,PL,Czech Republic,CZ,10671,EUR
89659-2006,JASTRZ��BSKA SP����KA W��GLOWA S.A. ZAK��AD LOGISTYKI MATERIA��OWEJ,Poland,PL,Poland,PL,33003,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,,,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,,,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,,,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90417-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90423-2006,COMMUNE DE SAINT-PAUL,France,FR,,,92799,EUR
90428-2006,COMMUNE DE SAINT-PAUL,France,FR,,,0,EUR
90493-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,,,0,EUR
90494-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90494-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90552-2006,"CONSEJERIA DE INDUSTRIA Y TECNOLOGIA DE LA JUNTA DE COMUNIDADES DE
CASTILLA-LA MANCHA",Spain,ES,Spain,ES,0,EUR
90553-2006,"CONSEJERIA DE INDUSTRIA Y TECNOLOGIA DE LA JUNTA DE COMUNIDADES DE
CASTILLA-LA MANCHA",Spain,ES,Spain,ES,0,EUR
90554-2006,"CONSEJERIA DE INDUSTRIA Y TECNOLOGIA DE LA JUNTA DE COMUNIDADES DE
CASTILLA-LA MANCHA",Spain,ES,,,0,EUR
90567-2006,"CENTRAL SERVICES AGENCY, REGIONAL SUPPLIES SERVICE",United Kingdom,GB,United Kingdom,GB,0,EUR
90577-2006,ETELAE-POHJANMAAN TYOEVOIMA- JA ELINKEINOKESKUS,Finland,FI,United States,,0,EUR
90601-2006,MUS��E DE L'AIR ET DE L'ESPACE,France,FR,France,FR,227027,EUR
90603-2006,BIRMINGHAM CITY COUNCIL,United Kingdom,GB,,,10889133,EUR
90607-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90607-2006,"SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DU VAR, SERVICE ACHATS",France,FR,France,FR,0,EUR
90615-2006,"VILLE DE CANNES, BUREAU DES MARCHES PUBLICS",France,FR,France,FR,480963,EUR
90689-2006,KOMPANIA W��GLOWA S.A.,Poland,PL,Poland,PL,1423995,EUR
91450-2006,COMMUNE DE SAINT-JOSEPH,France,FR,French-Reunion,,181383,EUR
91450-2006,COMMUNE DE SAINT-JOSEPH,France,FR,French-Reunion,,62519,EUR
91450-2006,COMMUNE DE SAINT-JOSEPH,France,FR,French-Reunion,,27290,EUR
91450-2006,COMMUNE DE SAINT-JOSEPH,France,FR,French-Reunion,,19904,EUR
91450-2006,COMMUNE DE SAINT-JOSEPH,France,FR,Reunion,,22080,EUR
91450-2006,COMMUNE DE SAINT-JOSEPH,France,FR,French-Reunion,,13335,EUR
91450-2006,COMMUNE DE SAINT-JOSEPH,France,FR,,,44756,EUR
91454-2006,REGIOPOLITIE DRENTHE,Netherlands,NL,Netherlands,NL,14468050,EUR
91454-2006,REGIOPOLITIE DRENTHE,Netherlands,NL,,,1850000,EUR
91454-2006,REGIOPOLITIE DRENTHE,Netherlands,NL,Netherlands,NL,1850000,EUR
91457-2006,ACTIS,France,FR,France,FR,0,EUR
91460-2006,STEIERMAERKISCHE KRANKENANSTALTENGES.M.B.H.,Austria,AT,Austria,AT,144000,EUR
91521-2006,"ASSISTANCE PUBLIQUE H��PITAUX DE PARIS - ACHATS CENTRAUX HOTELIERS ET
ALIMENTAIRES",France,FR,France,FR,3314960,EUR
91683-2006,"UK CAT CONSORTIUM (FORMERLY KNOWN AS CONSORTIUM OF MEDICAL AND DENTAL
SELECTION ASSISTANCE (MDSA))",United Kingdom,GB,United Kingdom,GB,0,EUR
91687-2006,COMMUNAUT�� URBAINE DE LYON,France,FR,France,FR,253679,EUR
91691-2006,WINCHESTER CITY COUNCIL,United Kingdom,GB,United Kingdom,GB,1222788,EUR
91746-2006,OPAC 35,France,FR,France,FR,0,EUR
92649-2006,PUBLICATIONS OFFICE OF THE EUROPEAN UNION,Luxembourg,LU,Luxembourg,LU,0,EUR
92674-2006,AB HELSINGBORGSHEM,Sweden,SE,Sweden,SE,0,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,,,882159,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,811137,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,,,394418,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,878102,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,323276,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,964167,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,287406,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,236135,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,156145,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,2577061,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,170799,EUR
92684-2006,D��PARTEMENT DE LA SEINE-MARITIME,France,FR,France,FR,426739,EUR
92732-2006,"MINDEF/DCSSA/DIRECTION DES APPROVISIONNEMENTS ET DES ETABLISSEMENTS
CENTRAUX DU SERVICE DE SANTE DES ARMEES",France,FR,France,FR,96888,EUR
92732-2006,"MINDEF/DCSSA/DIRECTION DES APPROVISIONNEMENTS ET DES ETABLISSEMENTS
CENTRAUX DU SERVICE DE SANTE DES ARMEES",France,FR,,,12730,EUR
92732-2006,"MINDEF/DCSSA/DIRECTION DES APPROVISIONNEMENTS ET DES ETABLISSEMENTS
CENTRAUX DU SERVICE DE SANTE DES ARMEES",France,FR,France,FR,14256,EUR
92732-2006,"MINDEF/DCSSA/DIRECTION DES APPROVISIONNEMENTS ET DES ETABLISSEMENTS
CENTRAUX DU SERVICE DE SANTE DES ARMEES",France,FR,France,FR,44856,EUR
92732-2006,"MINDEF/DCSSA/DIRECTION DES APPROVISIONNEMENTS ET DES ETABLISSEMENTS
CENTRAUX DU SERVICE DE SANTE DES ARMEES",France,FR,,,176208,EUR
92774-2006,DEPARTEMENT DE LA VENDEE,France,FR,France,FR,0,EUR
92774-2006,DEPARTEMENT DE LA VENDEE,France,FR,France,FR,0,EUR
92774-2006,DEPARTEMENT DE LA VENDEE,France,FR,France,FR,0,EUR
92774-2006,DEPARTEMENT DE LA VENDEE,France,FR,France,FR,0,EUR
92774-2006,DEPARTEMENT DE LA VENDEE,France,FR,France,FR,0,EUR
92817-2006,SAMODZIELNY PUBLICZNY SZPITAL WOJEW��DZKI IM. JANA BO��EGO,Poland,PL,Poland,PL,5853,EUR
92885-2006,SCOTTISH ENTERPRISE EDINBURGH AND LOTHIAN,United Kingdom,GB,United Kingdom,GB,239099,EUR
93021-2006,LYON TURIN FERROVIAIRE SAS (LTF SAS),France,FR,Italy,IT,0,EUR
93867-2006,"CONSEIL GENERAL DU FINISTERE, DIRECTION DES DEPLACEMENTS, DES ROUTES ET
DES BATIMENTS",France,FR,,,995105,EUR
93867-2006,"CONSEIL GENERAL DU FINISTERE, DIRECTION DES DEPLACEMENTS, DES ROUTES ET
DES BATIMENTS",France,FR,France,FR,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,France,FR,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,France,FR,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,France,FR,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,,,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,France,FR,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,France,FR,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,France,FR,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,France,FR,0,EUR
93887-2006,ANTIN R��SIDENCES,France,FR,France,FR,0,EUR
