from,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,start-planned_iso-date,start-planned,Start-actual-year,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,implementing-organisations,recipient-country_codes,recipient-countries,activity-status,collaboration-type,default-aid-type
GB,GBP,653435,0,0,668176,2002-03-01,2002-03-01,2002,2002-03-01,2010-09-01,2010-09-01,2010-09-01,2010-09-01,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,21532830,0,0,21532826,2002-03-01,2002-03-01,2002,2002-03-01,2010-09-01,2010-09-01,2010-09-01,2010-09-01,International Bank for Reconstruction and Development,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,354585,0,0,277239,2003-11-01,2003-11-01,2003,2003-11-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,18336893,-37948,0,18336890,2003-11-01,2003-11-01,2003,2003-11-01,2010-08-31,2010-08-31,2010-08-31,2010-08-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,1788520,0,0,1787563,2003-11-01,2003-11-01,2003,2003-11-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,4749191,-419,0,4749604,2005-01-01,2005-01-01,2005,2005-01-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,1250000,0,0,1250000,2005-01-01,2005-01-01,2005,2005-01-01,2009-12-01,2009-12-01,2009-12-01,2009-12-01,World Health Organisation - core voluntary contributions account,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,98161,0,0,96665,2005-01-01,2005-01-01,2005,2005-01-01,2009-12-01,2009-12-01,2009-12-01,2009-12-01,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,11455751,0,0,11455748,2003-05-01,2003-05-01,2003,2003-05-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,International Bank for Reconstruction and Development,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,1448983,0,0,1382541,2003-05-01,2003-05-01,2003,2003-05-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,222801,0,0,222795,2003-05-01,2003-05-01,2003,2003-05-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,Developing country-based NGO,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1585554,33952,0,1551602,2003-05-01,2003-05-01,2003,2003-05-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,International Bank for Reconstruction and Development,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,66834,9060,0,57774,2005-12-12,2005-12-12,2005,2005-12-12,2010-12-31,2010-12-31,2010-12-31,2010-12-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,524157,166144,0,358012,2005-12-12,2005-12-12,2005,2005-12-12,2010-12-31,2010-12-31,2010-12-31,2010-12-31,INTERNATIONAL NGO,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,5821912,1817953,0,4003959,2003-05-01,2003-05-01,2003,2003-05-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,World Bank Group (WB),CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,6000000,0,0,5999994,2006-04-01,2006-04-01,2006,2006-04-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,220909,0,0,220903,2006-04-01,2006-04-01,2006,2006-04-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,17766317,5320238,0,12446068,2006-08-02,2006-08-02,2006,2006-08-02,2011-11-30,2011-11-30,2011-11-30,2011-11-30,Recipient Government,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,4898900,0,0,4898334,2004-08-02,2004-08-02,2004,2004-08-02,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,5464387,0,0,4972555,2002-07-01,2002-07-01,2002,2002-07-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Asian Development Bank,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,4900000,0,0,4900000,2003-11-01,2003-11-01,2003,2003-11-01,2009-11-17,2009-11-17,2009-11-17,2009-11-17,International Bank for Reconstruction and Development,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,2600000,0,0,2600000,2005-01-01,2005-01-01,2005,2005-01-01,2009-10-31,2009-10-31,2009-10-31,2009-10-31,United Nations Development Programme,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,5267,0,0,5267,2005-01-01,2005-01-01,2005,2005-01-01,2009-10-31,2009-10-31,2009-10-31,2009-10-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,789576,0,0,718961,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,720341,0,0,720333,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1407993,82500,0,1325489,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,United Nations Development Programme,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,88569,0,0,88569,2007-04-01,2007-04-01,2007,2007-04-01,2010-02-28,2010-02-28,2010-02-28,2010-02-28,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,52344,0,0,52344,2008-09-01,2008-09-01,2008,2008-09-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,47405,0,0,-139962,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,10000,0,0,10000,2008-12-01,2008-12-01,2008,2008-12-01,2010-03-10,2010-03-10,2010-03-10,2010-03-10,Developing country-based NGO,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,88000,0,0,88000,2008-12-01,2008-12-01,2008,2008-12-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,250000,198036,0,51962,2009-01-01,2009-01-01,2009,2009-01-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Donor country-based NGO,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,61533,0,0,61533,2009-03-09,2009-03-09,2009,2009-03-09,2009-06-30,2009-06-30,2009-06-30,2009-06-30,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,45439,26256,0,19182,2009-07-01,2009-07-01,2009,2009-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,International Institute for Sustainable Development,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,60000,25069,0,34930,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Development awareness
GB,GBP,6894,0,0,6894,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,35000,35000,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2010-09-30,2010-09-30,2010-09-30,2010-09-30,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,100000,0,0,99999,2004-09-01,2004-09-01,2004,2004-09-01,2010-09-30,2010-09-30,2010-09-30,2010-09-30,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,48609,35332,0,12856,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,7670,7838,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,INTERNATIONAL NGO,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,30880,30880,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,12000,12000,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,International Institute for Environment and Development,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,19000,19000,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Donor country-based NGO,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,49250,49250,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,100000,99998,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,11178,9464,0,1713,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,44250,44250,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,30000,30000,0,0,2004-09-01,2004-09-01,2004,2004-09-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Network,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,12763,12763,0,0,2010-09-08,2010-09-08,2010,2010-09-08,2011-02-28,2011-02-28,2011-02-28,2011-02-28,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,5951,5951,0,0,2010-10-27,2010-10-27,2010,2010-10-27,2010-12-31,2010-12-31,2010-12-31,2010-12-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,30000,30000,0,0,2010-11-23,2010-11-23,2010,2010-11-23,2011-03-31,2011-03-31,2011-03-31,2011-03-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,3273492,0,0,3273492,2006-04-01,2006-04-01,2006,2006-04-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,International Bank for Reconstruction and Development,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,7186043,0,0,7186043,2004-01-01,2004-01-01,2004,2004-01-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,International Bank for Reconstruction and Development,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,81240,0,0,9749,2004-01-01,2004-01-01,2004,2004-01-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,545052,0,0,545049,2007-07-01,2007-07-01,2007,2007-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,11027095,2905091,0,8122006,2007-07-01,2007-07-01,2007,2007-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,International Bank for Reconstruction and Development,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,19649555,3816569,0,15832982,2006-07-01,2006-07-01,2006,2006-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,"Global Fund to Fight AIDS, Tuberculosis and Malaria",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,36760,0,0,36759,2006-07-01,2006-07-01,2006,2006-07-01,2011-03-01,2011-03-01,2011-03-01,2011-03-01,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,716596,316596,0,400000,2006-07-01,2006-07-01,2006,2006-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Joint United Nations Programme on HIV/AIDS,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,1652495,1370995,0,281497,2006-07-01,2006-07-01,2006,2006-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,24589,7930,0,16658,2006-07-01,2006-07-01,2006,2006-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,"United Nations agency, fund or commission (UN)",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,344695,0,0,344692,2005-04-01,2005-04-01,2005,2005-04-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Donor country-based NGO,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,58446,0,0,58445,2005-10-18,2005-10-18,2005,2005-10-18,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Donor country-based NGO,CN,China,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,4376,0,0,4376,2008-07-08,2008-07-08,2008,2008-07-08,2009-09-10,2009-09-10,2009-09-10,2009-09-10,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,44750,44750,0,0,2009-11-17,2009-11-17,2009,2009-11-17,2011-09-30,2011-09-30,2011-09-30,2011-09-30,"University, college or other teaching institution, research institute or think-tank",CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,1302899,0,0,1302828,2008-05-01,2008-05-01,2008,2008-05-01,2010-06-19,2010-06-19,2010-06-19,2010-06-19,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,350000,0,0,350000,2008-06-01,2008-06-01,2008,2008-06-01,2009-09-30,2009-09-30,2009-09-30,2009-09-30,MULTILATERAL ORGANISATIONS,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,1000000,318868,0,671535,2008-07-01,2008-07-01,2008,2008-07-01,2010-07-31,2010-07-31,2010-07-31,2010-07-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,4180000,0,0,4180000,2008-07-02,2008-07-02,2008,2008-07-02,2011-03-30,2011-03-30,2011-03-30,2011-03-30,International Bank for Reconstruction and Development,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,623264,0,0,623254,2008-07-02,2008-07-02,2008,2008-07-02,2011-03-30,2011-03-30,2011-03-30,2011-03-30,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,60000,0,0,60000,2008-07-02,2008-07-02,2008,2008-07-02,2011-03-30,2011-03-30,2011-03-30,2011-03-30,World Health Organisation - core voluntary contributions account,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,100000,100000,0,0,2008-07-01,2008-07-01,2008,2008-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,233000,50000,0,183000,2008-08-01,2008-08-01,2008,2008-08-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,CN,China,Post-completion,Bilateral,Project-type interventions
GB,GBP,96000000,0,0,96000000,2004-12-01,2004-12-01,2004,2004-12-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Sector budget support
GB,GBP,35000000,0,0,35000000,2004-12-01,2004-12-01,2004,2004-12-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,23000000,0,0,22999997,2004-12-01,2004-12-01,2004,2004-12-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Sector budget support
GB,GBP,15000000,0,0,15000000,2006-08-01,2006-08-01,2006,2006-08-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,International Bank for Reconstruction and Development,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,2679307,0,0,2679308,2007-01-01,2007-01-01,2007,2007-01-01,2011-12-15,2011-12-15,2011-12-15,2011-12-15,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,1320692,0,0,1320692,2007-01-01,2007-01-01,2007,2007-01-01,2011-12-15,2011-12-15,2011-12-15,2011-12-15,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,250000,0,0,224220,2006-06-01,2006-06-01,2006,2006-06-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,793609,0,0,747144,2004-07-02,2004-07-02,2004,2004-07-02,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,56390,0,0,56390,2004-07-01,2004-07-01,2004,2004-07-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1150000,0,0,1150000,2004-07-01,2004-07-01,2004,2004-07-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,International Bank for Reconstruction and Development,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,263157,0,0,263157,2005-06-01,2005-06-01,2005,2005-06-01,2012-12-01,2012-12-01,2012-12-01,2012-12-01,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1500000,1250000,0,250000,2007-05-30,2007-05-30,2007,2007-05-30,2013-08-31,2013-08-31,2013-08-31,2013-08-31,"University, college or other teaching institution, research institute or think-tank",ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,250000,0,0,250000,2005-06-01,2005-06-01,2005,2005-06-01,2012-12-01,2012-12-01,2012-12-01,2012-12-01,MULTILATERAL ORGANISATIONS,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,843486,0,0,847247,2004-06-01,2004-06-01,2004,2004-06-01,2012-01-20,2012-01-20,2012-01-20,2012-01-20,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,82181,0,0,82178,2004-06-01,2004-06-01,2004,2004-06-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,460000,0,0,448311,2004-12-01,2004-12-01,2004,2004-12-01,2014-06-29,2014-06-29,2014-06-29,2014-06-29,Other.,ET,Ethiopia,Implementation,Bilateral,Project-type interventions
GB,GBP,1450000,900000,0,550000,2004-12-01,2004-12-01,2004,2004-12-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,International Bank for Reconstruction and Development,ET,Ethiopia,Implementation,Bilateral,Project-type interventions
GB,GBP,90000,37053,0,0,2013-11-26,2013-11-26,2013,2013-11-26,2014-06-30,2014-06-30,2014-06-30,2014-06-30,Donor Government,ET,Ethiopia,Implementation,Bilateral,Project-type interventions
GB,GBP,791014,0,0,391695,2004-08-01,2004-08-01,2004,2004-08-01,2013-03-31,2013-03-31,2013-03-31,2013-03-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,590706,0,0,590532,2004-08-01,2004-08-01,2004,2004-08-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,71302,54880,0,10870,2005-02-24,2005-02-24,2005,2005-02-24,2010-12-31,2010-12-31,2010-12-31,2010-12-31,Developing country-based NGO,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,30000,0,0,0,2005-02-24,2005-02-24,2005,2005-02-24,2010-12-31,2010-12-31,2010-12-31,2010-12-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,73598,63796,0,0,2005-02-24,2005-02-24,2005,2005-02-24,2010-12-31,2010-12-31,2010-12-31,2010-12-31,Developing country-based NGO,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,83297,83296,0,0,2010-01-01,2010-01-01,2010,2010-01-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,Developing country-based NGO,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,171584,0,0,171584,2005-04-01,2005-04-01,2005,2005-04-01,2008-12-01,2008-12-01,2008-12-01,2008-12-01,International Organisation for Migration,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,62606,0,0,62606,2009-12-01,2009-12-01,2009,2009-12-01,2010-06-30,2010-06-30,2010-06-30,2010-06-30,PUBLIC SECTOR INSTITUTIONS,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,3463913,0,0,3463909,2006-01-01,2006-01-01,2006,2006-01-01,2010-07-30,2010-07-30,2010-07-30,2010-07-30,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,6334,0,0,6334,2006-01-01,2006-01-01,2006,2006-01-01,2010-07-30,2010-07-30,2010-07-30,2010-07-30,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,796508,-73731,0,870238,2006-02-20,2006-02-20,2006,2006-02-20,2010-07-30,2010-07-30,2010-07-30,2010-07-30,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3166703,0,0,2958222,2006-12-02,2006-12-02,2006,2006-12-02,2013-03-30,2013-03-30,2013-03-30,2013-03-30,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,7000000,1500000,0,5500000,2007-01-01,2007-01-01,2007,2007-01-01,2010-12-01,2010-12-01,2010-12-01,2010-12-01,United Nations Population Fund,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,444964,0,0,0,2005-12-01,2005-12-01,2005,2005-12-01,2009-09-01,2009-09-01,2009-09-01,2009-09-01,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,50719,0,0,36766,2005-12-01,2005-12-01,2005,2005-12-01,2009-09-01,2009-09-01,2009-09-01,2009-09-01,"University, college or other teaching institution, research institute or think-tank",ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,33232,0,0,33232,2005-12-01,2005-12-01,2005,2005-12-01,2009-09-01,2009-09-01,2009-09-01,2009-09-01,"University, college or other teaching institution, research institute or think-tank",ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,233831,0,0,176776,2007-02-01,2007-02-01,2007,2007-02-01,2012-07-01,2012-07-01,2012-07-01,2012-07-01,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,3300000,1900000,0,1400000,2007-02-01,2007-02-01,2007,2007-02-01,2012-07-01,2012-07-01,2012-07-01,2012-07-01,United Nations Children’s Fund,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,331000,331000,0,0,2012-03-19,2012-03-19,2012,2012-03-19,2012-09-30,2012-09-30,2012-09-30,2012-09-30,United Nations Children’s Fund,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,90754,90754,0,0,2012-09-30,2012-09-30,2012,2012-09-30,2013-05-31,2013-05-31,2013-05-31,2013-05-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,328891,327907,0,0,2012-11-01,2012-11-01,2012,2012-11-01,2013-05-01,2013-05-01,2013-05-01,2013-05-01,INTERNATIONAL NGO,ET,Ethiopia,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,45980,0,0,45977,2012-12-01,2012-12-01,2012,2012-12-01,2013-03-30,2013-03-30,2013-03-30,2013-03-30,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,157002,157002,0,0,2012-12-01,2012-12-01,2012,2012-12-01,2013-09-30,2013-09-30,2013-09-30,2013-09-30,"University, college or other teaching institution, research institute or think-tank",ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,98832,197664,0,0,2012-12-15,2012-12-15,2012,2012-12-15,2013-04-15,2013-04-15,2013-04-15,2013-04-15,"United Nations Educational, Scientific and Cultural Organisation",ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,305387,305387,0,0,2013-03-14,2013-03-14,2013,2013-03-14,2013-09-30,2013-09-30,2013-09-30,2013-09-30,United Nations Children’s Fund,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,670000,0,0,670000,2004-09-01,2004-09-01,2004,2004-09-01,2009-03-01,2009-03-01,2009-03-01,2009-03-01,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,169456,0,0,169417,2004-09-01,2004-09-01,2004,2004-09-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,200000,0,0,200000,2007-01-01,2007-01-01,2007,2007-01-01,2010-01-01,2010-01-01,2010-01-01,2010-01-01,International Bank for Reconstruction and Development,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
GB,GBP,330966,0,0,332525,2007-05-01,2007-05-01,2007,2007-05-01,2011-12-01,2011-12-01,2011-12-01,2011-12-01,Other.,ET,Ethiopia,Post-completion,Bilateral,Project-type interventions
